,H,V,C,h,a,b
485,7.5GY,8.5,6.0,135.0,-4.24264,4.24264
486,7.5GY,8.0,6.0,135.0,-4.24264,4.24264
487,7.5GY,7.0,6.0,135.0,-4.24264,4.24264
488,7.5GY,6.0,6.0,135.0,-4.24264,4.24264
489,7.5GY,5.0,6.0,135.0,-4.24264,4.24264
490,7.5GY,8.0,8.0,135.0,-5.65685,5.65685
491,7.5GY,7.0,8.0,135.0,-5.65685,5.65685
492,7.5GY,6.0,8.0,135.0,-5.65685,5.65685
493,7.5GY,5.0,8.0,135.0,-5.65685,5.65685
494,7.5GY,7.0,10.0,135.0,-7.07107,7.07107
495,7.5GY,6.0,10.0,135.0,-7.07107,7.07107
496,10GY,9.0,1.0,144.0,-0.80902,0.58779
497,10GY,8.5,1.0,144.0,-0.80902,0.58779
498,10GY,8.0,1.0,144.0,-0.80902,0.58779
499,10GY,7.0,1.0,144.0,-0.80902,0.58779
500,10GY,6.0,1.0,144.0,-0.80902,0.58779
501,10GY,5.0,1.0,144.0,-0.80902,0.58779
502,10GY,4.0,1.0,144.0,-0.80902,0.58779
503,10GY,3.0,1.0,144.0,-0.80902,0.58779
504,10GY,2.5,1.0,144.0,-0.80902,0.58779
505,10GY,9.0,2.0,144.0,-1.61803,1.17557
506,10GY,8.5,2.0,144.0,-1.61803,1.17557
507,10GY,8.0,2.0,144.0,-1.61803,1.17557
508,10GY,7.0,2.0,144.0,-1.61803,1.17557
509,10GY,6.0,2.0,144.0,-1.61803,1.17557
510,10GY,5.0,2.0,144.0,-1.61803,1.17557
511,10GY,4.0,2.0,144.0,-1.61803,1.17557
512,10GY,3.0,2.0,144.0,-1.61803,1.17557
513,10GY,2.5,2.0,144.0,-1.61803,1.17557
514,10GY,9.0,4.0,144.0,-3.23607,2.35114
515,10GY,8.5,4.0,144.0,-3.23607,2.35114
516,10GY,8.0,4.0,144.0,-3.23607,2.35114
517,10GY,7.0,4.0,144.0,-3.23607,2.35114
518,10GY,6.0,4.0,144.0,-3.23607,2.35114
519,10GY,5.0,4.0,144.0,-3.23607,2.35114
520,10GY,4.0,4.0,144.0,-3.23607,2.35114
521,10GY,8.5,6.0,144.0,-4.8541,3.52671
522,10GY,8.0,6.0,144.0,-4.8541,3.52671
523,10GY,7.0,6.0,144.0,-4.8541,3.52671
524,10GY,6.0,6.0,144.0,-4.8541,3.52671
525,10GY,5.0,6.0,144.0,-4.8541,3.52671
526,10GY,7.0,8.0,144.0,-6.47214,4.70228
527,10GY,6.0,8.0,144.0,-6.47214,4.70228
528,10GY,5.0,8.0,144.0,-6.47214,4.70228
529,10GY,7.0,10.0,144.0,-8.09017,5.87785
530,10GY,6.0,10.0,144.0,-8.09017,5.87785
531,2.5G,9.0,2.0,153.0,-1.78201,0.90798
532,2.5G,8.0,2.0,153.0,-1.78201,0.90798
533,2.5G,7.0,2.0,153.0,-1.78201,0.90798
534,2.5G,6.0,2.0,153.0,-1.78201,0.90798
535,2.5G,5.0,2.0,153.0,-1.78201,0.90798
536,2.5G,4.0,2.0,153.0,-1.78201,0.90798
537,2.5G,3.0,2.0,153.0,-1.78201,0.90798
538,2.5G,2.5,2.0,153.0,-1.78201,0.90798
539,2.5G,8.0,4.0,153.0,-3.56403,1.81596
540,2.5G,7.0,4.0,153.0,-3.56403,1.81596
541,2.5G,6.0,4.0,153.0,-3.56403,1.81596
542,2.5G,5.0,4.0,153.0,-3.56403,1.81596
543,2.5G,4.0,4.0,153.0,-3.56403,1.81596
544,2.5G,3.0,4.0,153.0,-3.56403,1.81596
545,2.5G,8.0,6.0,153.0,-5.34604,2.72394
546,2.5G,7.0,6.0,153.0,-5.34604,2.72394
547,2.5G,6.0,6.0,153.0,-5.34604,2.72394
548,2.5G,5.0,6.0,153.0,-5.34604,2.72394
549,2.5G,4.0,6.0,153.0,-5.34604,2.72394
550,2.5G,7.0,8.0,153.0,-7.12805,3.63192
551,2.5G,6.0,8.0,153.0,-7.12805,3.63192
552,2.5G,5.0,8.0,153.0,-7.12805,3.63192
553,2.5G,7.0,10.0,153.0,-8.91007,4.5399
554,2.5G,6.0,10.0,153.0,-8.91007,4.5399
555,2.5G,5.0,10.0,153.0,-8.91007,4.5399
556,2.5G,6.0,12.0,153.0,-10.69208,5.44789
557,5G,9.0,1.0,162.0,-0.95106,0.30902
558,5G,8.0,1.0,162.0,-0.95106,0.30902
559,5G,7.0,1.0,162.0,-0.95106,0.30902
560,5G,6.0,1.0,162.0,-0.95106,0.30902
561,5G,5.0,1.0,162.0,-0.95106,0.30902
562,5G,4.0,1.0,162.0,-0.95106,0.30902
563,5G,3.0,1.0,162.0,-0.95106,0.30902
564,5G,2.5,1.0,162.0,-0.95106,0.30902
565,5G,9.0,2.0,162.0,-1.90211,0.61803
566,5G,8.0,2.0,162.0,-1.90211,0.61803
567,5G,7.0,2.0,162.0,-1.90211,0.61803
568,5G,6.0,2.0,162.0,-1.90211,0.61803
569,5G,5.0,2.0,162.0,-1.90211,0.61803
570,5G,4.0,2.0,162.0,-1.90211,0.61803
571,5G,3.0,2.0,162.0,-1.90211,0.61803
572,5G,2.5,2.0,162.0,-1.90211,0.61803
573,5G,8.0,4.0,162.0,-3.80423,1.23607
574,5G,7.0,4.0,162.0,-3.80423,1.23607
575,5G,6.0,4.0,162.0,-3.80423,1.23607
576,5G,5.0,4.0,162.0,-3.80423,1.23607
577,5G,4.0,4.0,162.0,-3.80423,1.23607
578,5G,3.0,4.0,162.0,-3.80423,1.23607
579,5G,8.0,6.0,162.0,-5.70634,1.8541
580,5G,7.0,6.0,162.0,-5.70634,1.8541
581,5G,6.0,6.0,162.0,-5.70634,1.8541
582,5G,5.0,6.0,162.0,-5.70634,1.8541
583,5G,4.0,6.0,162.0,-5.70634,1.8541
584,5G,7.0,8.0,162.0,-7.60845,2.47214
585,5G,6.0,8.0,162.0,-7.60845,2.47214
586,5G,5.0,8.0,162.0,-7.60845,2.47214
587,5G,4.0,8.0,162.0,-7.60845,2.47214
588,5G,7.0,10.0,162.0,-9.51057,3.09017
589,5G,6.0,10.0,162.0,-9.51057,3.09017
590,7.5G,9.0,2.0,171.0,-1.97538,0.31287
591,7.5G,8.0,2.0,171.0,-1.97538,0.31287
592,7.5G,7.0,2.0,171.0,-1.97538,0.31287
593,7.5G,6.0,2.0,171.0,-1.97538,0.31287
594,7.5G,5.0,2.0,171.0,-1.97538,0.31287
595,7.5G,4.0,2.0,171.0,-1.97538,0.31287
596,7.5G,3.0,2.0,171.0,-1.97538,0.31287
597,7.5G,2.5,2.0,171.0,-1.97538,0.31287
598,7.5G,8.0,4.0,171.0,-3.95075,0.62574
599,7.5G,7.0,4.0,171.0,-3.95075,0.62574
600,7.5G,6.0,4.0,171.0,-3.95075,0.62574
601,7.5G,5.0,4.0,171.0,-3.95075,0.62574
602,7.5G,4.0,4.0,171.0,-3.95075,0.62574
603,7.5G,3.0,4.0,171.0,-3.95075,0.62574
604,7.5G,8.0,6.0,171.0,-5.92613,0.93861
605,7.5G,7.0,6.0,171.0,-5.92613,0.93861
606,7.5G,6.0,6.0,171.0,-5.92613,0.93861
607,7.5G,5.0,6.0,171.0,-5.92613,0.93861
608,7.5G,4.0,6.0,171.0,-5.92613,0.93861
609,7.5G,7.0,8.0,171.0,-7.90151,1.25148
610,7.5G,6.0,8.0,171.0,-7.90151,1.25148
611,7.5G,5.0,8.0,171.0,-7.90151,1.25148
612,7.5G,4.0,8.0,171.0,-7.90151,1.25148
613,7.5G,7.0,10.0,171.0,-9.87688,1.56434
614,7.5G,6.0,10.0,171.0,-9.87688,1.56434
615,10G,9.0,1.0,180.0,-1.0,0.0
616,10G,8.0,1.0,180.0,-1.0,0.0
617,10G,7.0,1.0,180.0,-1.0,0.0
618,10G,6.0,1.0,180.0,-1.0,0.0
619,10G,5.0,1.0,180.0,-1.0,0.0
620,10G,4.0,1.0,180.0,-1.0,0.0
621,10G,3.0,1.0,180.0,-1.0,0.0
622,10G,2.5,1.0,180.0,-1.0,0.0
623,10G,9.0,2.0,180.0,-2.0,0.0
624,10G,8.0,2.0,180.0,-2.0,0.0
625,10G,7.0,2.0,180.0,-2.0,0.0
626,10G,6.0,2.0,180.0,-2.0,0.0
627,10G,5.0,2.0,180.0,-2.0,0.0
628,10G,4.0,2.0,180.0,-2.0,0.0
629,10G,3.0,2.0,180.0,-2.0,0.0
630,10G,2.5,2.0,180.0,-2.0,0.0
631,10G,8.0,4.0,180.0,-4.0,0.0
632,10G,7.0,4.0,180.0,-4.0,0.0
633,10G,6.0,4.0,180.0,-4.0,0.0
634,10G,5.0,4.0,180.0,-4.0,0.0
635,10G,4.0,4.0,180.0,-4.0,0.0
636,10G,3.0,4.0,180.0,-4.0,0.0
637,10G,7.0,6.0,180.0,-6.0,0.0
638,10G,6.0,6.0,180.0,-6.0,0.0
639,10G,5.0,6.0,180.0,-6.0,0.0
640,10G,4.0,6.0,180.0,-6.0,0.0
641,10G,7.0,8.0,180.0,-8.0,0.0
642,10G,6.0,8.0,180.0,-8.0,0.0
643,10G,5.0,8.0,180.0,-8.0,0.0
644,10G,4.0,8.0,180.0,-8.0,0.0
645,10G,6.0,10.0,180.0,-10.0,0.0
646,2.5BG,9.0,2.0,189.0,-1.97538,-0.31287
647,2.5BG,8.0,2.0,189.0,-1.97538,-0.31287
648,2.5BG,7.0,2.0,189.0,-1.97538,-0.31287
649,2.5BG,6.0,2.0,189.0,-1.97538,-0.31287
650,2.5BG,5.0,2.0,189.0,-1.97538,-0.31287
651,2.5BG,4.0,2.0,189.0,-1.97538,-0.31287
652,2.5BG,3.0,2.0,189.0,-1.97538,-0.31287
653,2.5BG,2.5,2.0,189.0,-1.97538,-0.31287
654,2.5BG,8.0,4.0,189.0,-3.95075,-0.62574
655,2.5BG,7.0,4.0,189.0,-3.95075,-0.62574
656,2.5BG,6.0,4.0,189.0,-3.95075,-0.62574
657,2.5BG,5.0,4.0,189.0,-3.95075,-0.62574
658,2.5BG,4.0,4.0,189.0,-3.95075,-0.62574
659,2.5BG,3.0,4.0,189.0,-3.95075,-0.62574
660,2.5BG,7.0,6.0,189.0,-5.92613,-0.93861
661,2.5BG,6.0,6.0,189.0,-5.92613,-0.93861
662,2.5BG,5.0,6.0,189.0,-5.92613,-0.93861
663,2.5BG,4.0,6.0,189.0,-5.92613,-0.93861
664,2.5BG,3.0,6.0,189.0,-5.92613,-0.93861
665,2.5BG,7.0,8.0,189.0,-7.90151,-1.25148
666,2.5BG,6.0,8.0,189.0,-7.90151,-1.25148
667,2.5BG,5.0,8.0,189.0,-7.90151,-1.25148
668,2.5BG,4.0,8.0,189.0,-7.90151,-1.25148
669,2.5BG,6.0,10.0,189.0,-9.87688,-1.56434
670,5BG,9.0,1.0,198.0,-0.95106,-0.30902
671,5BG,8.0,1.0,198.0,-0.95106,-0.30902
672,5BG,7.0,1.0,198.0,-0.95106,-0.30902
673,5BG,6.0,1.0,198.0,-0.95106,-0.30902
674,5BG,5.0,1.0,198.0,-0.95106,-0.30902
675,5BG,4.0,1.0,198.0,-0.95106,-0.30902
676,5BG,3.0,1.0,198.0,-0.95106,-0.30902
677,5BG,2.5,1.0,198.0,-0.95106,-0.30902
678,5BG,9.0,2.0,198.0,-1.90211,-0.61803
679,5BG,8.0,2.0,198.0,-1.90211,-0.61803
680,5BG,7.0,2.0,198.0,-1.90211,-0.61803
681,5BG,6.0,2.0,198.0,-1.90211,-0.61803
682,5BG,5.0,2.0,198.0,-1.90211,-0.61803
683,5BG,4.0,2.0,198.0,-1.90211,-0.61803
684,5BG,3.0,2.0,198.0,-1.90211,-0.61803
685,5BG,2.5,2.0,198.0,-1.90211,-0.61803
686,5BG,8.0,4.0,198.0,-3.80423,-1.23607
687,5BG,7.0,4.0,198.0,-3.80423,-1.23607
688,5BG,6.0,4.0,198.0,-3.80423,-1.23607
689,5BG,5.0,4.0,198.0,-3.80423,-1.23607
690,5BG,4.0,4.0,198.0,-3.80423,-1.23607
691,5BG,3.0,4.0,198.0,-3.80423,-1.23607
692,5BG,7.0,6.0,198.0,-5.70634,-1.8541
693,5BG,6.0,6.0,198.0,-5.70634,-1.8541
694,5BG,5.0,6.0,198.0,-5.70634,-1.8541
695,5BG,4.0,6.0,198.0,-5.70634,-1.8541
696,5BG,7.0,8.0,198.0,-7.60845,-2.47214
697,5BG,6.0,8.0,198.0,-7.60845,-2.47214
698,5BG,5.0,8.0,198.0,-7.60845,-2.47214
699,5BG,4.0,8.0,198.0,-7.60845,-2.47214
700,7.5BG,9.0,2.0,207.0,-1.78201,-0.90798
701,7.5BG,8.0,2.0,207.0,-1.78201,-0.90798
702,7.5BG,7.0,2.0,207.0,-1.78201,-0.90798
703,7.5BG,6.0,2.0,207.0,-1.78201,-0.90798
704,7.5BG,5.0,2.0,207.0,-1.78201,-0.90798
705,7.5BG,4.0,2.0,207.0,-1.78201,-0.90798
706,7.5BG,3.0,2.0,207.0,-1.78201,-0.90798
707,7.5BG,2.5,2.0,207.0,-1.78201,-0.90798
708,7.5BG,8.0,4.0,207.0,-3.56403,-1.81596
709,7.5BG,7.0,4.0,207.0,-3.56403,-1.81596
710,7.5BG,6.0,4.0,207.0,-3.56403,-1.81596
711,7.5BG,5.0,4.0,207.0,-3.56403,-1.81596
712,7.5BG,4.0,4.0,207.0,-3.56403,-1.81596
713,7.5BG,3.0,4.0,207.0,-3.56403,-1.81596
714,7.5BG,7.0,6.0,207.0,-5.34604,-2.72394
715,7.5BG,6.0,6.0,207.0,-5.34604,-2.72394
716,7.5BG,5.0,6.0,207.0,-5.34604,-2.72394
717,7.5BG,4.0,6.0,207.0,-5.34604,-2.72394
718,7.5BG,7.0,8.0,207.0,-7.12805,-3.63192
719,7.5BG,6.0,8.0,207.0,-7.12805,-3.63192
720,7.5BG,5.0,8.0,207.0,-7.12805,-3.63192
721,7.5BG,4.0,8.0,207.0,-7.12805,-3.63192
722,10BG,9.0,1.0,216.0,-0.80902,-0.58779
723,10BG,8.0,1.0,216.0,-0.80902,-0.58779
724,10BG,7.0,1.0,216.0,-0.80902,-0.58779
725,10BG,6.0,1.0,216.0,-0.80902,-0.58779
726,10BG,5.0,1.0,216.0,-0.80902,-0.58779
727,10BG,4.0,1.0,216.0,-0.80902,-0.58779
728,10BG,3.0,1.0,216.0,-0.80902,-0.58779
729,10BG,2.5,1.0,216.0,-0.80902,-0.58779
730,10BG,9.0,2.0,216.0,-1.61803,-1.17557
731,10BG,8.0,2.0,216.0,-1.61803,-1.17557
732,10BG,7.0,2.0,216.0,-1.61803,-1.17557
733,10BG,6.0,2.0,216.0,-1.61803,-1.17557
734,10BG,5.0,2.0,216.0,-1.61803,-1.17557
735,10BG,4.0,2.0,216.0,-1.61803,-1.17557
736,10BG,3.0,2.0,216.0,-1.61803,-1.17557
737,10BG,2.5,2.0,216.0,-1.61803,-1.17557
738,10BG,8.0,4.0,216.0,-3.23607,-2.35114
739,10BG,7.0,4.0,216.0,-3.23607,-2.35114
740,10BG,6.0,4.0,216.0,-3.23607,-2.35114
741,10BG,5.0,4.0,216.0,-3.23607,-2.35114
742,10BG,4.0,4.0,216.0,-3.23607,-2.35114
743,10BG,3.0,4.0,216.0,-3.23607,-2.35114
744,10BG,7.0,6.0,216.0,-4.8541,-3.52671
745,10BG,6.0,6.0,216.0,-4.8541,-3.52671
746,10BG,5.0,6.0,216.0,-4.8541,-3.52671
747,10BG,4.0,6.0,216.0,-4.8541,-3.52671
748,10BG,7.0,8.0,216.0,-6.47214,-4.70228
749,10BG,6.0,8.0,216.0,-6.47214,-4.70228
750,10BG,5.0,8.0,216.0,-6.47214,-4.70228
751,10BG,4.0,8.0,216.0,-6.47214,-4.70228
752,2.5B,9.0,2.0,225.0,-1.41421,-1.41421
753,2.5B,8.0,2.0,225.0,-1.41421,-1.41421
754,2.5B,7.0,2.0,225.0,-1.41421,-1.41421
755,2.5B,6.0,2.0,225.0,-1.41421,-1.41421
756,2.5B,5.0,2.0,225.0,-1.41421,-1.41421
757,2.5B,4.0,2.0,225.0,-1.41421,-1.41421
758,2.5B,3.0,2.0,225.0,-1.41421,-1.41421
759,2.5B,2.5,2.0,225.0,-1.41421,-1.41421
760,2.5B,8.0,4.0,225.0,-2.82843,-2.82843
761,2.5B,7.0,4.0,225.0,-2.82843,-2.82843
762,2.5B,6.0,4.0,225.0,-2.82843,-2.82843
763,2.5B,5.0,4.0,225.0,-2.82843,-2.82843
764,2.5B,4.0,4.0,225.0,-2.82843,-2.82843
765,2.5B,3.0,4.0,225.0,-2.82843,-2.82843
766,2.5B,7.0,6.0,225.0,-4.24264,-4.24264
767,2.5B,6.0,6.0,225.0,-4.24264,-4.24264
768,2.5B,5.0,6.0,225.0,-4.24264,-4.24264
769,2.5B,4.0,6.0,225.0,-4.24264,-4.24264
770,2.5B,7.0,8.0,225.0,-5.65685,-5.65685
771,2.5B,6.0,8.0,225.0,-5.65685,-5.65685
772,2.5B,5.0,8.0,225.0,-5.65685,-5.65685
773,2.5B,4.0,8.0,225.0,-5.65685,-5.65685
774,5B,9.0,1.0,234.0,-0.58779,-0.80902
775,5B,8.0,1.0,234.0,-0.58779,-0.80902
776,5B,7.0,1.0,234.0,-0.58779,-0.80902
777,5B,6.0,1.0,234.0,-0.58779,-0.80902
778,5B,5.0,1.0,234.0,-0.58779,-0.80902
779,5B,4.0,1.0,234.0,-0.58779,-0.80902
780,5B,3.0,1.0,234.0,-0.58779,-0.80902
781,5B,2.5,1.0,234.0,-0.58779,-0.80902
782,5B,9.0,2.0,234.0,-1.17557,-1.61803
783,5B,8.0,2.0,234.0,-1.17557,-1.61803
784,5B,7.0,2.0,234.0,-1.17557,-1.61803
785,5B,6.0,2.0,234.0,-1.17557,-1.61803
786,5B,5.0,2.0,234.0,-1.17557,-1.61803
787,5B,4.0,2.0,234.0,-1.17557,-1.61803
788,5B,3.0,2.0,234.0,-1.17557,-1.61803
789,5B,2.5,2.0,234.0,-1.17557,-1.61803
790,5B,8.0,4.0,234.0,-2.35114,-3.23607
791,5B,7.0,4.0,234.0,-2.35114,-3.23607
792,5B,6.0,4.0,234.0,-2.35114,-3.23607
793,5B,5.0,4.0,234.0,-2.35114,-3.23607
794,5B,4.0,4.0,234.0,-2.35114,-3.23607
795,5B,3.0,4.0,234.0,-2.35114,-3.23607
796,5B,7.0,6.0,234.0,-3.52671,-4.8541
797,5B,6.0,6.0,234.0,-3.52671,-4.8541
798,5B,5.0,6.0,234.0,-3.52671,-4.8541
799,5B,4.0,6.0,234.0,-3.52671,-4.8541
800,5B,3.0,6.0,234.0,-3.52671,-4.8541
801,5B,7.0,8.0,234.0,-4.70228,-6.47214
802,5B,6.0,8.0,234.0,-4.70228,-6.47214
803,5B,5.0,8.0,234.0,-4.70228,-6.47214
804,5B,4.0,8.0,234.0,-4.70228,-6.47214
805,7.5B,9.0,2.0,243.0,-0.90798,-1.78201
806,7.5B,8.0,2.0,243.0,-0.90798,-1.78201
807,7.5B,7.0,2.0,243.0,-0.90798,-1.78201
808,7.5B,6.0,2.0,243.0,-0.90798,-1.78201
809,7.5B,5.0,2.0,243.0,-0.90798,-1.78201
810,7.5B,4.0,2.0,243.0,-0.90798,-1.78201
811,7.5B,3.0,2.0,243.0,-0.90798,-1.78201
812,7.5B,2.5,2.0,243.0,-0.90798,-1.78201
813,7.5B,8.0,4.0,243.0,-1.81596,-3.56403
814,7.5B,7.0,4.0,243.0,-1.81596,-3.56403
815,7.5B,6.0,4.0,243.0,-1.81596,-3.56403
816,7.5B,5.0,4.0,243.0,-1.81596,-3.56403
817,7.5B,4.0,4.0,243.0,-1.81596,-3.56403
818,7.5B,3.0,4.0,243.0,-1.81596,-3.56403
819,7.5B,7.0,6.0,243.0,-2.72394,-5.34604
820,7.5B,6.0,6.0,243.0,-2.72394,-5.34604
821,7.5B,5.0,6.0,243.0,-2.72394,-5.34604
822,7.5B,4.0,6.0,243.0,-2.72394,-5.34604
823,7.5B,3.0,6.0,243.0,-2.72394,-5.34604
824,7.5B,7.0,8.0,243.0,-3.63192,-7.12805
825,7.5B,6.0,8.0,243.0,-3.63192,-7.12805
826,7.5B,5.0,8.0,243.0,-3.63192,-7.12805
827,7.5B,4.0,8.0,243.0,-3.63192,-7.12805
828,7.5B,6.0,10.0,243.0,-4.5399,-8.91007
829,7.5B,5.0,10.0,243.0,-4.5399,-8.91007
830,10B,9.0,1.0,252.0,-0.30902,-0.95106
831,10B,8.0,1.0,252.0,-0.30902,-0.95106
832,10B,7.0,1.0,252.0,-0.30902,-0.95106
833,10B,6.0,1.0,252.0,-0.30902,-0.95106
834,10B,5.0,1.0,252.0,-0.30902,-0.95106
835,10B,4.0,1.0,252.0,-0.30902,-0.95106
836,10B,3.0,1.0,252.0,-0.30902,-0.95106
837,10B,2.5,1.0,252.0,-0.30902,-0.95106
838,10B,9.0,2.0,252.0,-0.61803,-1.90211
839,10B,8.0,2.0,252.0,-0.61803,-1.90211
840,10B,7.0,2.0,252.0,-0.61803,-1.90211
841,10B,6.0,2.0,252.0,-0.61803,-1.90211
842,10B,5.0,2.0,252.0,-0.61803,-1.90211
843,10B,4.0,2.0,252.0,-0.61803,-1.90211
844,10B,3.0,2.0,252.0,-0.61803,-1.90211
845,10B,2.5,2.0,252.0,-0.61803,-1.90211
846,10B,8.0,4.0,252.0,-1.23607,-3.80423
847,10B,7.0,4.0,252.0,-1.23607,-3.80423
848,10B,6.0,4.0,252.0,-1.23607,-3.80423
849,10B,5.0,4.0,252.0,-1.23607,-3.80423
850,10B,4.0,4.0,252.0,-1.23607,-3.80423
851,10B,3.0,4.0,252.0,-1.23607,-3.80423
852,10B,2.5,4.0,252.0,-1.23607,-3.80423
853,10B,7.0,6.0,252.0,-1.8541,-5.70634
854,10B,6.0,6.0,252.0,-1.8541,-5.70634
855,10B,5.0,6.0,252.0,-1.8541,-5.70634
856,10B,4.0,6.0,252.0,-1.8541,-5.70634
857,10B,3.0,6.0,252.0,-1.8541,-5.70634
858,10B,7.0,8.0,252.0,-2.47214,-7.60845
859,10B,6.0,8.0,252.0,-2.47214,-7.60845
860,10B,5.0,8.0,252.0,-2.47214,-7.60845
861,10B,4.0,8.0,252.0,-2.47214,-7.60845
862,10B,6.0,10.0,252.0,-3.09017,-9.51057
863,10B,5.0,10.0,252.0,-3.09017,-9.51057
864,2.5PB,9.0,2.0,261.0,-0.31287,-1.97538
865,2.5PB,8.0,2.0,261.0,-0.31287,-1.97538
866,2.5PB,7.0,2.0,261.0,-0.31287,-1.97538
867,2.5PB,6.0,2.0,261.0,-0.31287,-1.97538
868,2.5PB,5.0,2.0,261.0,-0.31287,-1.97538
869,2.5PB,4.0,2.0,261.0,-0.31287,-1.97538
870,2.5PB,3.0,2.0,261.0,-0.31287,-1.97538
871,2.5PB,2.5,2.0,261.0,-0.31287,-1.97538
872,2.5PB,8.0,4.0,261.0,-0.62574,-3.95075
873,2.5PB,7.0,4.0,261.0,-0.62574,-3.95075
874,2.5PB,6.0,4.0,261.0,-0.62574,-3.95075
875,2.5PB,5.0,4.0,261.0,-0.62574,-3.95075
876,2.5PB,4.0,4.0,261.0,-0.62574,-3.95075
877,2.5PB,3.0,4.0,261.0,-0.62574,-3.95075
878,2.5PB,2.5,4.0,261.0,-0.62574,-3.95075
879,2.5PB,8.0,6.0,261.0,-0.93861,-5.92613
880,2.5PB,7.0,6.0,261.0,-0.93861,-5.92613
881,2.5PB,6.0,6.0,261.0,-0.93861,-5.92613
882,2.5PB,5.0,6.0,261.0,-0.93861,-5.92613
883,2.5PB,4.0,6.0,261.0,-0.93861,-5.92613
884,2.5PB,3.0,6.0,261.0,-0.93861,-5.92613
885,2.5PB,7.0,8.0,261.0,-1.25148,-7.90151
886,2.5PB,6.0,8.0,261.0,-1.25148,-7.90151
887,2.5PB,5.0,8.0,261.0,-1.25148,-7.90151
888,2.5PB,4.0,8.0,261.0,-1.25148,-7.90151
889,2.5PB,6.0,10.0,261.0,-1.56434,-9.87688
890,2.5PB,5.0,10.0,261.0,-1.56434,-9.87688
891,2.5PB,4.0,10.0,261.0,-1.56434,-9.87688
892,5PB,9.0,1.0,270.0,-0.0,-1.0
893,5PB,8.0,1.0,270.0,-0.0,-1.0
894,5PB,7.0,1.0,270.0,-0.0,-1.0
895,5PB,6.0,1.0,270.0,-0.0,-1.0
896,5PB,5.0,1.0,270.0,-0.0,-1.0
897,5PB,4.0,1.0,270.0,-0.0,-1.0
898,5PB,3.0,1.0,270.0,-0.0,-1.0
899,5PB,2.5,1.0,270.0,-0.0,-1.0
900,5PB,9.0,2.0,270.0,-0.0,-2.0
901,5PB,8.0,2.0,270.0,-0.0,-2.0
902,5PB,7.0,2.0,270.0,-0.0,-2.0
903,5PB,6.0,2.0,270.0,-0.0,-2.0
904,5PB,5.0,2.0,270.0,-0.0,-2.0
905,5PB,4.0,2.0,270.0,-0.0,-2.0
906,5PB,3.0,2.0,270.0,-0.0,-2.0
907,5PB,2.5,2.0,270.0,-0.0,-2.0
908,5PB,8.0,4.0,270.0,-0.0,-4.0
909,5PB,7.0,4.0,270.0,-0.0,-4.0
910,5PB,6.0,4.0,270.0,-0.0,-4.0
911,5PB,5.0,4.0,270.0,-0.0,-4.0
912,5PB,4.0,4.0,270.0,-0.0,-4.0
913,5PB,3.0,4.0,270.0,-0.0,-4.0
914,5PB,2.5,4.0,270.0,-0.0,-4.0
915,5PB,8.0,6.0,270.0,-0.0,-6.0
916,5PB,7.0,6.0,270.0,-0.0,-6.0
917,5PB,6.0,6.0,270.0,-0.0,-6.0
918,5PB,5.0,6.0,270.0,-0.0,-6.0
919,5PB,4.0,6.0,270.0,-0.0,-6.0
920,5PB,3.0,6.0,270.0,-0.0,-6.0
921,5PB,7.0,8.0,270.0,-0.0,-8.0
922,5PB,6.0,8.0,270.0,-0.0,-8.0
923,5PB,5.0,8.0,270.0,-0.0,-8.0
924,5PB,4.0,8.0,270.0,-0.0,-8.0
925,5PB,3.0,8.0,270.0,-0.0,-8.0
926,5PB,6.0,10.0,270.0,-0.0,-10.0
927,5PB,5.0,10.0,270.0,-0.0,-10.0
928,5PB,4.0,10.0,270.0,-0.0,-10.0
929,5PB,5.0,12.0,270.0,-0.0,-12.0
930,5PB,4.0,12.0,270.0,-0.0,-12.0
931,7.5PB,9.0,2.0,279.0,0.31287,-1.97538
932,7.5PB,8.0,2.0,279.0,0.31287,-1.97538
933,7.5PB,7.0,2.0,279.0,0.31287,-1.97538
934,7.5PB,6.0,2.0,279.0,0.31287,-1.97538
935,7.5PB,5.0,2.0,279.0,0.31287,-1.97538
936,7.5PB,4.0,2.0,279.0,0.31287,-1.97538
937,7.5PB,3.0,2.0,279.0,0.31287,-1.97538
938,7.5PB,2.5,2.0,279.0,0.31287,-1.97538
939,7.5PB,8.0,4.0,279.0,0.62574,-3.95075
940,7.5PB,7.0,4.0,279.0,0.62574,-3.95075
941,7.5PB,6.0,4.0,279.0,0.62574,-3.95075
942,7.5PB,5.0,4.0,279.0,0.62574,-3.95075
943,7.5PB,4.0,4.0,279.0,0.62574,-3.95075
944,7.5PB,3.0,4.0,279.0,0.62574,-3.95075
945,7.5PB,2.5,4.0,279.0,0.62574,-3.95075
946,7.5PB,8.0,6.0,279.0,0.93861,-5.92613
947,7.5PB,7.0,6.0,279.0,0.93861,-5.92613
948,7.5PB,6.0,6.0,279.0,0.93861,-5.92613
949,7.5PB,5.0,6.0,279.0,0.93861,-5.92613
950,7.5PB,4.0,6.0,279.0,0.93861,-5.92613
951,7.5PB,3.0,6.0,279.0,0.93861,-5.92613
952,7.5PB,2.5,6.0,279.0,0.93861,-5.92613
953,7.5PB,7.0,8.0,279.0,1.25148,-7.90151
954,7.5PB,6.0,8.0,279.0,1.25148,-7.90151
