655,0.45,0.335,0.216,0.148,0.175,0.263,0.445,0.685,0.77,0.718,0.078,0.02,0.748,0.084
660,0.451,0.334,0.219,0.148,0.175,0.268,0.452,0.693,0.781,0.72,0.081,0.023,0.747,0.085
665,0.451,0.332,0.224,0.149,0.177,0.273,0.457,0.7,0.79,0.722,0.083,0.024,0.747,0.087
670,0.453,0.332,0.23,0.151,0.18,0.278,0.462,0.705,0.797,0.725,0.088,0.026,0.747,0.092
675,0.454,0.331,0.238,0.154,0.183,0.281,0.466,0.709,0.803,0.729,0.093,0.03,0.747,0.096
680,0.455,0.331,0.251,0.158,0.186,0.283,0.468,0.712,0.809,0.731,0.102,0.035,0.747,0.102
685,0.457,0.33,0.269,0.162,0.189,0.286,0.47,0.715,0.814,0.735,0.112,0.043,0.747,0.11
690,0.458,0.329,0.288,0.165,0.192,0.291,0.473,0.717,0.819,0.739,0.125,0.056,0.747,0.123
695,0.46,0.328,0.312,0.168,0.195,0.296,0.477,0.719,0.824,0.742,0.141,0.074,0.746,0.137
700,0.462,0.328,0.34,0.17,0.199,0.302,0.483,0.721,0.828,0.746,0.161,0.097,0.746,0.152
705,0.463,0.327,0.366,0.171,0.2,0.313,0.489,0.72,0.83,0.748,0.182,0.128,0.746,0.169
710,0.464,0.326,0.39,0.17,0.199,0.325,0.496,0.719,0.831,0.749,0.203,0.166,0.745,0.188
715,0.465,0.325,0.412,0.168,0.198,0.338,0.503,0.722,0.833,0.751,0.223,0.21,0.744,0.207
720,0.466,0.324,0.431,0.166,0.196,0.351,0.511,0.725,0.835,0.753,0.242,0.257,0.743,0.226
725,0.466,0.324,0.447,0.164,0.195,0.364,0.518,0.727,0.836,0.754,0.257,0.305,0.744,0.243
730,0.466,0.324,0.46,0.164,0.195,0.376,0.525,0.729,0.836,0.755,0.27,0.354,0.745,0.26
735,0.466,0.323,0.472,0.165,0.196,0.389,0.532,0.73,0.837,0.755,0.282,0.401,0.748,0.277
740,0.467,0.322,0.481,0.168,0.197,0.401,0.539,0.73,0.838,0.755,0.292,0.446,0.75,0.294
745,0.467,0.321,0.488,0.172,0.2,0.413,0.546,0.73,0.839,0.755,0.302,0.485,0.75,0.31
750,0.467,0.32,0.493,0.177,0.203,0.425,0.553,0.73,0.839,0.756,0.31,0.52,0.749,0.325
755,0.467,0.318,0.497,0.181,0.205,0.436,0.559,0.73,0.839,0.757,0.314,0.551,0.748,0.339
760,0.467,0.316,0.5,0.185,0.208,0.447,0.565,0.73,0.839,0.758,0.317,0.577,0.748,0.353
765,0.467,0.315,0.502,0.189,0.212,0.458,0.57,0.73,0.839,0.759,0.323,0.599,0.747,0.366
770,0.467,0.315,0.505,0.192,0.215,0.469,0.575,0.73,0.839,0.759,0.33,0.618,0.747,0.379
775,0.467,0.314,0.51,0.194,0.217,0.477,0.578,0.73,0.839,0.759,0.334,0.633,0.747,0.39
780,0.467,0.314,0.516,0.197,0.219,0.485,0.581,0.73,0.839,0.759,0.338,0.645,0.747,0.399
785,0.467,0.313,0.52,0.2,0.222,0.493,0.583,0.73,0.839,0.759,0.343,0.656,0.746,0.408
790,0.467,0.313,0.524,0.204,0.226,0.5,0.585,0.731,0.839,0.759,0.348,0.666,0.746,0.416
795,0.466,0.312,0.527,0.21,0.231,0.506,0.587,0.731,0.839,0.759,0.353,0.674,0.746,0.422
800,0.466,0.312,0.531,0.218,0.237,0.512,0.588,0.731,0.839,0.759,0.359,0.68,0.746,0.428
805,0.466,0.311,0.535,0.225,0.243,0.517,0.589,0.731,0.839,0.759,0.365,0.686,0.745,0.434
810,0.466,0.311,0.539,0.233,0.249,0.521,0.59,0.731,0.838,0.758,0.372,0.691,0.745,0.439
815,0.466,0.311,0.544,0.243,0.257,0.525,0.59,0.731,0.837,0.757,0.38,0.694,0.745,0.444
820,0.465,0.311,0.548,0.254,0.265,0.529,0.59,0.731,0.837,0.757,0.388,0.697,0.745,0.448
825,0.464,0.311,0.552,0.264,0.273,0.532,0.591,0.731,0.836,0.756,0.396,0.7,0.745,0.451
830,0.464,0.31,0.555,0.274,0.28,0.535,0.592,0.731,0.836,0.756,0.403,0.702,0.745,0.454
